archivo_entrada,algoritmo,n,tipo,dominio,muestra,tiempo_us,tiempo_ms,memoria_kb,resultado_correcto,archivo_salida
100000_descendente_D1_b.txt,patience,100000,descendente,D1,b,55666,55.6665,0,true,data/array_output/100000_descendente_D1_b_patience.txt
100000_descendente_D1_b.txt,stdsort,100000,descendente,D1,b,57741,57.7411,0,true,data/array_output/100000_descendente_D1_b_stdsort.txt
100000_descendente_D1_c.txt,merge,100000,descendente,D1,c,39030,39.031,0,true,data/array_output/100000_descendente_D1_c_merge.txt
100000_descendente_D1_c.txt,quick,100000,descendente,D1,c,14657070,14657.1,0,true,data/array_output/100000_descendente_D1_c_quick.txt
100000_descendente_D1_c.txt,patience,100000,descendente,D1,c,63079,63.0792,0,true,data/array_output/100000_descendente_D1_c_patience.txt
100000_descendente_D1_c.txt,stdsort,100000,descendente,D1,c,61080,61.0801,0,true,data/array_output/100000_descendente_D1_c_stdsort.txt
100000_descendente_D7_a.txt,merge,100000,descendente,D7,a,39919,39.9199,0,true,data/array_output/100000_descendente_D7_a_merge.txt
100000_descendente_D7_a.txt,quick,100000,descendente,D7,a,32705330,32705.3,0,true,data/array_output/100000_descendente_D7_a_quick.txt
100000_descendente_D7_a.txt,patience,100000,descendente,D7,a,28932,28.9323,0,true,data/array_output/100000_descendente_D7_a_patience.txt
100000_descendente_D7_a.txt,stdsort,100000,descendente,D7,a,27247,27.2478,0,true,data/array_output/100000_descendente_D7_a_stdsort.txt
100000_descendente_D7_b.txt,merge,100000,descendente,D7,b,45193,45.1937,0,true,data/array_output/100000_descendente_D7_b_merge.txt
100000_descendente_D7_b.txt,quick,100000,descendente,D7,b,32429806,32429.8,0,true,data/array_output/100000_descendente_D7_b_quick.txt
100000_descendente_D7_b.txt,patience,100000,descendente,D7,b,61439,61.4393,0,true,data/array_output/100000_descendente_D7_b_patience.txt
100000_descendente_D7_b.txt,stdsort,100000,descendente,D7,b,47177,47.1774,0,true,data/array_output/100000_descendente_D7_b_stdsort.txt
100000_descendente_D7_c.txt,merge,100000,descendente,D7,c,48848,48.8489,0,true,data/array_output/100000_descendente_D7_c_merge.txt
100000_descendente_D7_c.txt,quick,100000,descendente,D7,c,32367947,32367.9,0,true,data/array_output/100000_descendente_D7_c_quick.txt
100000_descendente_D7_c.txt,patience,100000,descendente,D7,c,36649,36.6496,0,true,data/array_output/100000_descendente_D7_c_patience.txt
100000_descendente_D7_c.txt,stdsort,100000,descendente,D7,c,17169,17.1694,0,true,data/array_output/100000_descendente_D7_c_stdsort.txt
10000000_aleatorio_D1_a.txt,merge,10000000,aleatorio,D1,a,5056756,5056.76,34304,true,data/array_output/10000000_aleatorio_D1_a_merge.txt
10000000_aleatorio_D1_a.txt,patience,10000000,aleatorio,D1,a,5055584,5055.58,10328,true,data/array_output/10000000_aleatorio_D1_a_patience.txt
10000000_aleatorio_D1_a.txt,stdsort,10000000,aleatorio,D1,a,3117668,3117.67,0,true,data/array_output/10000000_aleatorio_D1_a_stdsort.txt
10000000_aleatorio_D1_b.txt,merge,10000000,aleatorio,D1,b,5036704,5036.7,0,true,data/array_output/10000000_aleatorio_D1_b_merge.txt
10000000_aleatorio_D1_b.txt,patience,10000000,aleatorio,D1,b,5088095,5088.1,0,true,data/array_output/10000000_aleatorio_D1_b_patience.txt
10000000_aleatorio_D1_b.txt,stdsort,10000000,aleatorio,D1,b,3036971,3036.97,0,true,data/array_output/10000000_aleatorio_D1_b_stdsort.txt
10000000_aleatorio_D1_c.txt,merge,10000000,aleatorio,D1,c,4950807,4950.81,0,true,data/array_output/10000000_aleatorio_D1_c_merge.txt
10000000_aleatorio_D1_c.txt,patience,10000000,aleatorio,D1,c,4950577,4950.58,0,true,data/array_output/10000000_aleatorio_D1_c_patience.txt
10000000_aleatorio_D1_c.txt,stdsort,10000000,aleatorio,D1,c,3029483,3029.48,0,true,data/array_output/10000000_aleatorio_D1_c_stdsort.txt
10000000_aleatorio_D7_a.txt,merge,10000000,aleatorio,D7,a,5809881,5809.88,0,true,data/array_output/10000000_aleatorio_D7_a_merge.txt
10000000_aleatorio_D7_a.txt,patience,10000000,aleatorio,D7,a,12046499,12046.5,5196,true,data/array_output/10000000_aleatorio_D7_a_patience.txt
10000000_aleatorio_D7_a.txt,stdsort,10000000,aleatorio,D7,a,3478162,3478.16,0,true,data/array_output/10000000_aleatorio_D7_a_stdsort.txt
10000000_aleatorio_D7_b.txt,merge,10000000,aleatorio,D7,b,5808643,5808.64,0,true,data/array_output/10000000_aleatorio_D7_b_merge.txt
10000000_aleatorio_D7_b.txt,patience,10000000,aleatorio,D7,b,12060331,12060.3,0,true,data/array_output/10000000_aleatorio_D7_b_patience.txt
10000000_aleatorio_D7_b.txt,stdsort,10000000,aleatorio,D7,b,3450676,3450.68,2624,true,data/array_output/10000000_aleatorio_D7_b_stdsort.txt
10000000_aleatorio_D7_c.txt,merge,10000000,aleatorio,D7,c,5800632,5800.63,0,true,data/array_output/10000000_aleatorio_D7_c_merge.txt
10000000_aleatorio_D7_c.txt,patience,10000000,aleatorio,D7,c,12243604,12243.6,0,true,data/array_output/10000000_aleatorio_D7_c_patience.txt
10000000_aleatorio_D7_c.txt,stdsort,10000000,aleatorio,D7,c,3524192,3524.19,3148,true,data/array_output/10000000_aleatorio_D7_c_stdsort.txt
10000000_ascendente_D1_a.txt,merge,10000000,ascendente,D1,a,4727724,4727.72,0,true,data/array_output/10000000_ascendente_D1_a_merge.txt
10000000_ascendente_D1_a.txt,patience,10000000,ascendente,D1,a,4465595,4465.6,0,true,data/array_output/10000000_ascendente_D1_a_patience.txt
10000000_ascendente_D1_a.txt,stdsort,10000000,ascendente,D1,a,2761551,2761.55,28308,true,data/array_output/10000000_ascendente_D1_a_stdsort.txt
10000000_ascendente_D1_b.txt,merge,10000000,ascendente,D1,b,4360148,4360.15,0,true,data/array_output/10000000_ascendente_D1_b_merge.txt
10000000_ascendente_D1_b.txt,patience,10000000,ascendente,D1,b,4462688,4462.69,0,true,data/array_output/10000000_ascendente_D1_b_patience.txt
10000000_ascendente_D1_b.txt,stdsort,10000000,ascendente,D1,b,2666776,2666.78,0,true,data/array_output/10000000_ascendente_D1_b_stdsort.txt
10000000_ascendente_D1_c.txt,merge,10000000,ascendente,D1,c,4367257,4367.26,0,true,data/array_output/10000000_ascendente_D1_c_merge.txt
10000000_ascendente_D1_c.txt,patience,10000000,ascendente,D1,c,4224652,4224.65,0,true,data/array_output/10000000_ascendente_D1_c_patience.txt
10000000_ascendente_D1_c.txt,stdsort,10000000,ascendente,D1,c,2627944,2627.94,0,true,data/array_output/10000000_ascendente_D1_c_stdsort.txt
10000000_ascendente_D7_a.txt,merge,10000000,ascendente,D7,a,4485764,4485.76,0,true,data/array_output/10000000_ascendente_D7_a_merge.txt
10000000_ascendente_D7_a.txt,patience,10000000,ascendente,D7,a,20075014,20075,352140,true,data/array_output/10000000_ascendente_D7_a_patience.txt
10000000_ascendente_D7_a.txt,stdsort,10000000,ascendente,D7,a,2114194,2114.19,0,true,data/array_output/10000000_ascendente_D7_a_stdsort.txt
10000000_ascendente_D7_b.txt,merge,10000000,ascendente,D7,b,4351899,4351.9,0,true,data/array_output/10000000_ascendente_D7_b_merge.txt
10000000_ascendente_D7_b.txt,patience,10000000,ascendente,D7,b,19802887,19802.9,26408,true,data/array_output/10000000_ascendente_D7_b_patience.txt
10000000_ascendente_D7_b.txt,stdsort,10000000,ascendente,D7,b,2097214,2097.21,0,true,data/array_output/10000000_ascendente_D7_b_stdsort.txt
10000000_ascendente_D7_c.txt,merge,10000000,ascendente,D7,c,4337450,4337.45,0,true,data/array_output/10000000_ascendente_D7_c_merge.txt
10000000_ascendente_D7_c.txt,patience,10000000,ascendente,D7,c,19782632,19782.6,192,true,data/array_output/10000000_ascendente_D7_c_patience.txt
10000000_ascendente_D7_c.txt,stdsort,10000000,ascendente,D7,c,2124716,2124.72,0,true,data/array_output/10000000_ascendente_D7_c_stdsort.txt
10000000_descendente_D1_a.txt,merge,10000000,descendente,D1,a,4483387,4483.39,0,true,data/array_output/10000000_descendente_D1_a_merge.txt
10000000_descendente_D1_a.txt,patience,10000000,descendente,D1,a,2239269,2239.27,0,true,data/array_output/10000000_descendente_D1_a_patience.txt
10000000_descendente_D1_a.txt,stdsort,10000000,descendente,D1,a,2756979,2756.98,0,true,data/array_output/10000000_descendente_D1_a_stdsort.txt
10000000_descendente_D1_b.txt,merge,10000000,descendente,D1,b,4393401,4393.4,0,true,data/array_output/10000000_descendente_D1_b_merge.txt
10000000_descendente_D1_b.txt,patience,10000000,descendente,D1,b,2270546,2270.55,0,true,data/array_output/10000000_descendente_D1_b_patience.txt
10000000_descendente_D1_b.txt,stdsort,10000000,descendente,D1,b,2721191,2721.19,0,true,data/array_output/10000000_descendente_D1_b_stdsort.txt
10000000_descendente_D1_c.txt,merge,10000000,descendente,D1,c,4378794,4378.79,0,true,data/array_output/10000000_descendente_D1_c_merge.txt
10000000_descendente_D1_c.txt,patience,10000000,descendente,D1,c,2247432,2247.43,0,true,data/array_output/10000000_descendente_D1_c_patience.txt
10000000_descendente_D1_c.txt,stdsort,10000000,descendente,D1,c,2706818,2706.82,0,true,data/array_output/10000000_descendente_D1_c_stdsort.txt
10000000_descendente_D7_a.txt,merge,10000000,descendente,D7,a,4406184,4406.18,0,true,data/array_output/10000000_descendente_D7_a_merge.txt
10000000_descendente_D7_a.txt,patience,10000000,descendente,D7,a,2315218,2315.22,0,true,data/array_output/10000000_descendente_D7_a_patience.txt
10000000_descendente_D7_a.txt,stdsort,10000000,descendente,D7,a,1951562,1951.56,0,true,data/array_output/10000000_descendente_D7_a_stdsort.txt
10000000_descendente_D7_b.txt,merge,10000000,descendente,D7,b,4674985,4674.99,0,true,data/array_output/10000000_descendente_D7_b_merge.txt
10000000_descendente_D7_b.txt,patience,10000000,descendente,D7,b,2305309,2305.31,0,true,data/array_output/10000000_descendente_D7_b_patience.txt
10000000_descendente_D7_b.txt,stdsort,10000000,descendente,D7,b,1883423,1883.42,0,true,data/array_output/10000000_descendente_D7_b_stdsort.txt
10000000_descendente_D7_c.txt,merge,10000000,descendente,D7,c,4450382,4450.38,0,true,data/array_output/10000000_descendente_D7_c_merge.txt
10000000_descendente_D7_c.txt,patience,10000000,descendente,D7,c,2265638,2265.64,0,true,data/array_output/10000000_descendente_D7_c_patience.txt
10000000_descendente_D7_c.txt,stdsort,10000000,descendente,D7,c,1925145,1925.15,0,true,data/array_output/10000000_descendente_D7_c_stdsort.txt
